id,ORG,GPE,DATE,NORP,PERSON,MONEY,CARDINAL,LOC,ORDINAL,TIME,QUANTITY,FAC,WORK_OF_ART,LAW,PRODUCT,PERCENT,EVENT,LANGUAGE
oua58v,17,5,19,0,21,0,10,1,1,1,0,0,0,0,1,7,0,0
oua57z,37,4,12,0,3,2,3,0,4,2,2,2,1,0,1,0,0,0
oua21d,7,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ou9sxs,21,40,14,0,30,0,15,7,10,26,3,22,0,0,0,1,0,0
ou9q6l,12,1,6,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0
ou96tm,3,7,7,0,9,0,2,0,0,1,0,0,0,0,2,0,0,0
ouit8c,1,3,7,0,1,0,8,0,0,1,0,0,0,0,0,0,0,0
ouirxx,12,5,7,13,10,0,4,0,0,0,0,0,0,0,0,0,1,0
ouiqo5,14,9,7,2,3,0,4,2,1,0,5,0,0,0,0,1,0,0
ouicgv,1,1,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0
oui8cr,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
ouhwtz,10,5,6,0,3,1,3,3,1,0,0,0,0,0,0,0,0,0
ouhjh5,5,12,3,0,3,0,5,0,1,2,2,0,0,0,0,0,0,0
oubnl0,7,4,11,0,5,1,2,0,3,2,1,1,0,0,0,0,0,0
ouhg2c,7,20,5,4,4,0,3,4,0,0,1,0,0,0,0,0,0,0
ouh7is,7,11,15,1,2,1,5,1,0,2,0,1,0,0,0,0,0,0
ouguie,1,2,4,1,5,4,6,0,6,0,0,0,1,0,0,0,0,0
ouggif,6,3,2,0,4,0,2,2,1,3,0,1,0,0,0,0,0,0
oug5er,35,50,23,3,16,5,22,2,3,0,1,1,0,0,3,0,0,0
oug02j,2,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
oufllo,4,1,2,1,4,2,1,0,1,0,1,0,2,2,0,0,0,0
ouf6u7,10,5,13,0,27,0,2,0,0,0,0,0,1,0,0,0,0,0
oudo0z,14,11,17,0,3,3,15,6,0,0,7,2,0,0,0,1,0,0
oucpo4,7,2,4,2,9,0,4,0,0,0,1,0,1,0,5,0,0,0
oubpxe,4,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
oubn1d,14,3,3,0,12,0,6,0,0,0,0,0,1,0,0,0,0,0
oubhqg,35,10,19,0,14,8,4,1,1,1,0,0,0,0,0,6,0,0
ou6j9i,10,12,19,0,15,1,18,7,2,2,2,6,0,0,1,1,0,0
oubacb,6,11,16,0,11,0,23,1,2,3,0,19,2,0,0,0,0,0
ouat4x,25,13,8,3,14,0,6,2,0,0,0,0,1,1,1,1,1,0
ouox9b,9,17,13,12,11,0,11,0,3,0,1,1,1,0,0,0,9,0
ouonnt,1,3,2,0,7,0,1,2,0,3,0,0,0,0,0,0,0,0
ouoi8t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ouo8vp,8,7,9,6,5,6,1,2,2,0,0,0,0,0,0,0,0,0
ounres,5,1,5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
ounnp2,12,7,7,0,8,0,4,0,2,0,0,0,0,0,1,0,0,0
ounl7x,3,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ounl3n,6,3,11,0,6,0,6,0,0,0,0,1,0,0,1,0,0,0
ounj00,13,6,3,0,5,0,2,1,0,0,3,0,0,0,1,0,0,0
ouni90,6,26,27,1,1,0,5,11,1,2,2,1,1,0,0,2,0,0
ounfi2,10,14,7,8,0,1,2,0,1,0,0,0,0,0,0,1,0,0
oun9ty,16,1,18,0,9,0,16,1,3,2,0,0,2,0,0,0,0,0
oun3sw,3,2,6,2,3,2,3,1,2,0,0,0,3,0,0,1,0,0
oun3cu,4,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
oun020,7,7,11,1,12,5,3,0,2,0,0,0,0,0,0,0,0,0
oumyos,10,6,7,0,7,0,8,0,0,3,0,3,0,1,0,0,0,0
oumxh0,34,34,26,2,41,4,25,2,6,0,9,8,1,0,0,9,1,0
oumumy,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
oumtm1,1,6,8,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0
oummd9,3,4,2,0,4,0,1,0,0,2,0,1,0,0,0,0,0,0
oumlpc,20,2,18,1,17,0,4,0,4,3,7,0,0,0,0,1,0,0
ouml5p,3,2,16,2,1,2,3,0,2,0,0,0,0,0,0,11,0,0
oumcaq,2,4,3,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0
oulvo3,5,4,3,0,3,0,2,0,1,2,0,1,0,0,0,0,1,0
oukanv,2,8,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0
oujx5q,20,7,10,15,22,0,8,3,0,0,0,0,0,0,1,4,0,0
oulpd4,7,28,7,3,19,0,2,6,6,0,0,0,0,0,0,0,0,0
oulopg,10,1,1,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0
oull14,6,3,9,0,4,0,2,0,1,2,0,6,0,0,2,0,0,0
oul60o,13,12,17,8,17,0,5,0,4,4,6,0,0,0,1,0,0,0
oukx4a,5,1,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
oukws9,9,3,8,2,8,0,0,1,0,0,0,0,0,0,2,0,0,0
oukl2n,7,1,13,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
ouk8xp,17,3,4,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0
ouk86j,28,60,19,22,17,0,6,16,2,2,1,5,0,0,0,0,0,0
oujeqa,13,12,15,0,13,1,9,0,2,2,0,2,1,0,0,0,0,0
ouj833,1,9,7,3,10,0,3,0,3,0,4,0,0,0,0,0,0,0
ouj7yg,13,4,0,0,3,0,1,0,0,1,1,1,0,0,0,0,0,0
ouj3jf,8,5,9,0,21,1,0,0,0,11,0,0,0,0,0,0,0,0
ouiurw,10,1,10,0,19,0,10,0,0,2,1,0,0,0,0,0,0,0
ouwe5x,24,3,3,0,5,3,4,0,0,0,0,0,0,0,0,1,0,0
ouwdn3,13,8,6,0,14,0,9,0,0,1,0,0,0,0,0,1,0,0
ouwbes,8,30,10,7,10,0,10,0,3,1,0,0,0,0,0,0,0,0
ouwa46,7,6,7,1,11,0,1,1,2,0,0,0,0,0,0,0,1,0
ouw8xi,16,8,5,3,8,0,0,1,0,1,0,1,0,0,1,0,0,0
ouw7sl,3,2,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
ouw5u8,14,3,8,0,7,1,2,3,0,2,1,0,0,0,0,0,0,0
ouw4px,15,3,21,1,9,0,9,2,1,0,0,0,0,0,0,2,1,0
ouw0s6,9,18,8,2,12,0,2,2,1,1,0,0,0,0,1,0,0,0
ouvun6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ouv8qo,14,1,7,0,10,0,2,0,0,1,0,0,3,0,0,0,1,0
ouv6cl,7,9,12,0,26,2,5,0,0,0,0,0,0,0,0,1,0,0
ouv66a,5,3,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0
ouutyu,3,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ouudq6,30,0,8,0,8,1,6,3,2,0,0,0,0,0,0,0,0,0
ouuasw,3,2,4,0,3,1,0,0,3,0,0,3,0,0,0,0,0,0
ouu06t,13,1,13,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0
outyzz,18,2,12,0,7,0,8,0,0,0,0,2,0,0,0,0,0,0
outtoj,5,3,7,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0
outlx5,3,6,12,0,28,1,6,1,3,0,0,1,0,0,0,0,0,0
outcqz,3,2,3,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0
out2z4,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
out1ft,15,5,18,1,15,0,7,0,1,1,0,1,0,0,1,1,0,0
out0zn,3,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ousy2z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ouswqb,16,7,12,0,5,0,5,0,0,0,0,0,0,0,0,3,0,0
ouswpd,5,4,9,0,1,0,5,5,0,0,3,0,0,0,0,1,0,0
ouspux,10,14,22,0,3,0,29,4,2,19,0,1,0,0,1,0,0,0
ousore,4,8,9,0,2,0,8,1,1,8,6,2,0,0,0,0,0,0
ousj6y,12,11,7,0,6,0,17,1,0,0,0,0,0,0,2,8,0,0
ous4cu,7,8,2,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0
oure78,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
ourb4b,9,30,18,0,17,2,3,0,0,0,0,0,0,0,0,0,0,0
ouqyz0,2,6,9,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0
ouqpxx,4,10,3,11,3,0,2,1,0,0,0,0,0,0,0,0,0,0
ouq9o9,42,21,21,2,25,0,12,9,2,3,0,3,0,0,1,6,0,0
ouq7ck,14,3,4,3,0,2,0,1,1,0,0,0,0,0,0,1,0,0
ouq6mh,24,2,21,0,4,5,3,0,1,1,0,0,0,0,0,2,0,0
oupdlr,21,28,14,1,5,2,4,2,2,0,1,0,0,0,0,0,0,0
oupcsf,32,8,12,2,11,0,7,1,1,0,0,0,0,0,0,1,0,0
oup7vn,10,4,5,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0
ouy30a,12,25,14,16,14,1,9,4,2,0,0,1,0,0,0,0,0,0
ouy0r7,5,4,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0
ouxl8j,29,3,3,0,7,2,5,4,0,0,3,1,1,0,0,0,0,0
oux70o,3,6,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ouwylm,16,8,5,0,38,0,4,0,0,2,0,0,0,0,5,0,0,0
ouwtfh,6,1,3,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0
ouwlnk,6,11,12,1,8,0,6,0,0,1,0,0,0,0,1,0,0,0
ov5772,12,20,16,4,14,0,14,9,0,2,2,3,1,0,0,2,0,0
ouw7eo,8,11,5,2,4,0,1,0,0,0,0,0,0,0,2,0,0,0
ov4qbf,13,0,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0
ouyfra,13,13,9,14,16,0,4,0,0,1,0,2,4,0,0,0,0,0
ov4nb7,27,6,30,1,58,1,18,0,2,1,0,0,0,0,0,0,0,0
ov4mub,19,3,3,6,11,0,6,4,0,1,0,0,2,0,0,1,0,0
ouz22p,6,12,20,11,12,8,12,1,1,1,0,0,0,0,0,3,0,0
ov4bok,6,6,8,1,8,0,13,0,0,0,1,0,0,0,0,0,0,0
ov4a4w,7,7,3,1,2,3,5,0,0,0,0,0,1,0,0,0,0,0
ov459y,8,4,4,0,7,0,2,0,2,0,0,0,1,0,0,0,0,0
ov3e0x,28,9,25,9,14,4,8,0,1,1,0,0,0,0,0,0,0,0
ov2yti,8,14,17,0,10,0,10,2,3,0,0,1,0,0,0,6,0,0
ov2yl5,13,10,17,11,25,0,9,0,3,3,0,0,1,1,0,0,0,0
ov2uzg,17,3,9,0,12,0,7,1,4,0,0,0,0,0,2,0,0,0
ov287q,1,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ov26yq,4,12,5,0,19,2,4,0,5,0,0,0,0,0,0,0,0,0
ov21u5,8,7,8,7,17,0,13,0,0,0,0,0,0,0,1,0,0,0
ov1srx,24,9,9,7,31,0,12,7,1,2,0,0,1,3,0,0,0,0
ov1799,3,7,6,0,5,0,9,0,1,0,0,0,0,0,1,3,0,0
ov11z4,40,13,14,1,19,10,11,1,5,0,0,5,4,0,2,1,1,1
ov0yhq,33,7,12,3,1,0,11,11,5,3,9,1,0,0,6,0,0,0
ov0ubl,9,29,15,3,5,0,14,9,0,0,2,0,0,0,1,0,0,0
ov0jyn,6,6,7,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0
ov0dma,14,22,32,0,7,0,57,10,1,3,1,0,0,0,2,5,0,0
ouzulf,13,1,4,0,2,0,7,0,0,2,0,1,0,0,0,0,0,0
ouzqox,11,5,9,0,3,0,7,0,7,4,0,1,0,0,0,0,0,0
ouzl82,1,2,2,0,4,0,2,1,0,0,0,1,0,0,0,0,0,0
ouz0l4,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ouydih,27,16,14,6,5,0,5,2,1,0,0,2,0,0,0,1,0,0
ova9ym,58,2,12,1,13,1,5,2,4,0,0,1,0,0,1,0,0,0
ova4ad,21,15,14,7,35,1,9,1,3,0,4,0,0,1,0,7,5,0
ov9yg8,13,6,22,2,6,0,6,2,0,0,0,0,1,0,2,2,0,0
ov9vak,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ov8m74,2,3,3,0,1,0,4,0,2,5,1,0,0,0,1,0,0,0
ov7nya,16,12,18,6,15,0,7,5,2,0,0,0,2,0,0,4,0,0
ov7i52,7,8,1,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0
ov7g6g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ov73wa,29,25,29,2,27,6,22,1,4,2,3,0,3,0,0,1,1,0
ov6pmw,7,4,7,0,2,0,5,0,0,2,0,1,1,0,1,0,0,0
ov65k6,9,6,11,0,5,0,6,2,3,0,0,0,0,1,0,2,0,0
ov5we5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ov5f77,15,5,6,0,13,0,5,0,0,1,0,2,0,0,1,0,1,0
ovh2xc,3,4,13,0,27,0,4,0,2,1,2,0,0,0,0,0,0,0
ovh0ui,5,0,5,1,4,0,1,0,0,0,0,0,0,0,1,1,0,0
ovgp3c,23,11,16,6,20,23,8,0,2,7,0,0,0,0,0,5,0,0
ovg8cl,15,23,5,7,8,1,2,0,0,0,1,0,0,0,0,0,0,0
ovfvnu,6,6,11,0,2,0,13,0,0,0,0,0,0,0,0,5,0,0
ovfn33,18,13,4,7,5,0,2,0,1,0,0,0,0,0,1,0,1,0
ovfh8j,5,0,4,5,8,2,4,2,0,0,0,0,1,0,1,2,1,2
ovf95m,2,2,3,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0
ovf3ij,5,5,9,1,11,1,4,0,0,0,0,0,0,0,2,0,0,0
oveyl6,5,13,13,2,2,0,2,1,0,0,0,0,0,0,0,10,0,0
ovev3m,20,18,30,2,8,0,11,4,2,1,0,6,0,0,4,2,0,0
ovep0w,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ove92t,1,2,4,0,6,0,4,0,1,2,0,0,1,0,0,0,0,0
ove0d1,24,28,36,2,50,2,16,0,2,1,0,1,4,1,1,0,0,0
ovdp6b,6,11,6,4,15,0,8,0,1,2,0,0,0,1,0,0,0,0
ovdgbs,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ovd3hi,17,3,9,1,17,3,1,0,1,0,0,0,0,0,0,0,0,0
ovd2d8,4,6,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ovcup9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ovcma5,4,2,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,0
ovbwnr,14,26,12,6,14,6,7,1,0,0,3,1,0,1,0,4,0,0
ovbutg,2,26,13,4,5,0,18,7,0,0,1,0,0,0,0,0,0,0
ovj34y,5,4,11,1,13,12,12,1,1,0,0,0,0,0,1,2,0,0
ovix14,16,7,10,0,17,3,4,1,1,2,0,0,2,1,1,0,0,0
ovis74,3,12,11,0,42,0,2,2,0,2,0,0,1,1,0,0,0,0
ovi9ll,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ovi7io,9,1,2,0,5,0,6,0,0,1,0,1,0,0,0,0,0,0
ovhqga,10,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ovhnmt,3,1,16,0,0,26,4,0,5,0,0,0,0,0,0,0,0,0
ovhmqv,6,12,8,3,3,0,10,10,1,1,0,0,1,0,0,0,0,0
p72occ,16,6,23,0,8,11,2,0,1,1,0,0,0,0,0,10,0,0
p72bhf,7,6,6,2,2,0,2,0,0,0,0,0,0,0,2,1,0,0
p725xy,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
p72469,20,48,9,1,24,0,9,0,0,1,10,1,0,0,3,0,0,0
p71sob,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
p71j1v,14,5,9,6,5,0,15,3,8,0,0,0,0,0,0,2,0,0
p71edv,15,14,1,2,4,0,5,0,0,0,0,0,0,0,0,1,0,0
p7187l,17,48,9,8,4,0,2,1,0,0,0,0,0,0,0,0,0,0
p717fz,18,11,24,0,22,2,7,0,0,1,0,0,0,0,0,0,0,0
p715mw,22,12,26,2,17,1,14,1,3,22,0,6,0,0,1,0,1,0
p70xm6,6,1,10,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0
p70ul3,12,1,7,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0
p70iw0,3,0,9,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0
p70iei,9,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
p6zz8d,14,9,13,0,10,1,11,0,5,0,0,0,0,0,0,0,0,0
p6zxgy,5,8,4,5,6,0,11,1,0,0,0,1,0,0,0,0,0,0
p6znr7,25,23,14,3,68,0,2,2,0,3,0,2,5,0,0,0,6,0
p6znkv,2,5,2,0,9,4,5,1,1,0,1,0,0,0,0,0,0,0
p6z9bb,10,5,5,0,4,4,1,0,0,0,0,0,1,0,0,0,0,0
p6z5n3,3,2,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
p6z0n3,10,2,8,2,8,0,3,0,1,0,0,1,0,0,0,2,0,0
p6yya8,0,1,5,0,9,0,3,0,2,0,0,0,0,0,0,0,0,0
p6yvg8,18,14,12,1,27,0,3,1,2,0,0,1,3,0,0,0,0,0
p6yn5j,19,12,9,10,24,0,1,1,0,0,0,0,0,0,0,0,0,0
p6ylot,4,4,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
p6y95u,11,3,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
p6u72z,7,13,6,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0
p6xy0d,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
p6xuw2,9,16,4,0,3,0,3,0,0,0,0,3,1,0,0,0,0,0
p6xp5d,7,10,9,0,10,0,2,0,2,0,0,0,1,0,0,0,0,0
p6xi06,5,5,4,7,9,2,2,0,2,0,1,2,0,0,0,0,0,0
p6xdrb,9,8,14,2,9,0,7,0,3,0,0,12,0,0,0,2,1,0
p6x9ci,4,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
p6x80n,6,3,24,0,1,2,4,0,0,0,0,0,0,0,0,17,0,0
p6wwxn,9,12,12,0,4,0,7,3,1,9,5,9,0,0,0,2,0,0
p6wkyl,1,3,2,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0
p6wic1,17,0,6,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0
p6wh38,4,2,1,0,7,0,3,1,0,1,2,2,0,0,0,0,0,0
p6wgfd,3,1,2,0,7,0,1,0,1,5,0,2,0,0,0,0,0,0
p6wdm5,27,0,4,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0
p6w5j2,5,7,13,0,5,0,8,0,0,3,1,1,0,0,2,0,0,0
p6w4no,31,6,19,0,6,1,9,0,2,0,0,1,0,0,0,0,0,0
p6vwzr,8,5,6,1,2,0,2,2,3,0,0,0,0,0,0,0,0,0
p6vsrr,9,12,14,0,3,0,15,2,3,1,0,0,1,0,3,1,0,0
p6vfj1,13,35,16,14,21,0,6,5,2,0,0,4,2,1,1,0,2,0
p6vdxl,0,4,2,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0
p6v8jk,1,2,5,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0
p6v1sg,7,1,10,1,3,0,7,2,1,0,0,0,0,0,1,3,0,0
p6uvgf,1,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
p6uee5,1,1,10,0,2,0,5,0,2,1,1,0,0,0,0,1,0,0
p74u7f,24,4,5,0,20,1,0,0,2,0,0,0,0,0,0,0,0,0
p74fm3,7,21,6,2,4,0,2,0,2,0,0,0,1,0,0,0,0,0
p74euo,24,17,12,9,33,1,2,0,0,1,0,0,0,0,2,0,0,0
p74ce6,20,3,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
p740qu,8,6,8,1,6,0,3,0,0,0,0,4,0,0,0,1,0,0
p73zl5,13,3,10,1,2,4,1,0,1,0,1,0,0,0,0,1,0,0
p73z9z,11,2,7,0,5,1,0,1,0,1,0,0,0,0,0,0,0,0
p73yv4,15,5,7,2,2,0,5,0,1,0,0,0,1,0,0,0,0,0
p73xu5,18,0,4,1,6,0,9,0,0,0,0,0,0,0,1,1,0,0
p73klp,11,6,5,0,6,0,2,0,0,3,0,0,0,0,0,0,0,0
p733ew,17,15,18,0,19,0,19,0,1,1,0,0,0,0,0,1,0,0
p7cbgi,16,14,10,0,42,0,8,1,1,7,5,0,0,0,0,1,0,0
p71rkl,7,5,9,0,18,0,5,1,0,0,0,1,0,0,1,0,0,0
p6s8gg,15,18,7,4,12,1,4,0,0,1,0,0,0,0,0,0,0,0
p76ci9,25,9,20,2,25,5,2,0,1,0,0,0,2,0,0,0,0,0
p7bs79,3,6,4,13,8,0,2,1,0,0,0,1,0,0,0,0,0,0
p77hv8,3,8,6,1,15,0,4,0,5,0,0,0,0,0,0,0,1,0
p78lps,21,6,11,2,5,0,9,6,5,0,0,0,0,0,0,4,0,0
p7bo0a,6,1,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0
p7ag38,18,13,7,4,10,0,2,5,0,3,4,1,0,0,1,0,0,0
p79xcg,14,18,21,4,5,3,1,3,0,3,0,0,0,0,0,13,0,0
p79fie,14,9,14,0,8,1,2,0,2,0,0,1,1,0,0,0,0,0
p78u50,11,6,22,0,16,2,16,0,2,1,0,0,0,0,0,2,0,0
p78nwq,4,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
p760ao,29,2,9,2,13,0,7,0,0,0,0,0,0,0,2,6,0,0
p75xoe,2,3,7,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
p75pbg,6,10,9,4,7,3,2,0,0,0,0,0,0,0,0,4,0,0
p758lu,16,10,6,1,11,1,1,0,0,0,2,0,0,0,0,0,0,0
p7jh7h,5,3,1,0,4,0,1,0,1,2,1,1,0,0,0,0,0,0
p7jcm6,6,18,23,4,25,0,8,0,5,0,0,6,0,0,0,0,0,0
p7jcm3,3,5,6,0,6,1,6,0,0,0,0,0,0,0,0,1,0,0
p7j2ml,0,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
p7j1rd,22,4,10,0,5,0,0,0,3,0,1,0,0,0,0,2,0,0
p7iycp,38,38,14,15,13,1,12,1,1,3,0,0,0,0,1,0,0,0
p7ix74,22,8,14,7,20,0,5,0,0,0,0,1,1,0,3,0,0,0
p7iuh7,12,13,9,5,7,0,12,0,1,0,0,0,0,0,0,0,0,0
p7itmi,37,3,6,0,1,0,14,0,3,0,0,3,0,0,0,0,0,0
p7irwr,22,10,9,0,16,0,2,1,0,3,0,1,0,0,0,0,0,0
p7irwg,98,46,49,3,86,5,24,5,3,4,8,1,0,0,1,3,0,0
p7iosp,6,11,12,0,7,0,9,0,2,0,1,0,0,0,1,3,0,0
p7io47,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p7imh7,17,11,2,0,14,0,1,1,0,2,0,3,1,0,1,0,0,0
p7img1,9,11,10,8,2,1,7,0,0,0,0,0,1,0,4,0,0,0
p7imdn,31,23,17,1,23,0,6,0,1,7,0,0,0,0,1,0,0,0
p7ign3,11,18,9,5,5,0,6,1,3,0,0,0,0,0,0,1,0,0
p7hnf6,22,4,38,1,39,0,21,2,3,2,0,0,0,0,2,0,0,0
p7h2r5,21,6,5,1,12,0,7,2,0,0,1,0,0,0,0,0,0,0
p7hgs0,8,5,9,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0
p7hemz,46,8,15,2,9,11,17,1,3,0,3,0,0,0,3,1,0,0
p7hao8,49,5,9,1,9,0,3,0,4,0,0,0,0,0,0,3,0,0
p7h6yi,6,1,1,1,0,3,1,0,0,0,0,0,1,0,0,0,0,0
p7h5ds,30,13,13,1,13,8,8,0,0,0,0,0,0,0,0,2,0,0
p7gw33,7,4,1,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0
p7grii,11,1,21,7,5,7,6,0,0,0,0,0,0,0,0,14,0,0
p7gi2g,16,22,6,1,10,0,3,2,1,0,0,0,0,0,0,0,1,0
p7gcr0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
p7gahm,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
p7g28c,27,4,8,0,4,1,0,0,2,0,1,0,0,0,0,3,0,0
p7fpau,22,4,9,1,8,5,13,2,1,0,0,0,1,0,0,0,0,0
p7fntd,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p7flbd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p7fl6x,22,7,8,0,10,1,7,0,2,0,0,0,0,0,0,0,0,0
p7fgpf,11,8,10,1,3,0,2,0,1,0,0,0,1,0,2,0,0,0
p7ey7j,9,7,19,1,19,0,13,0,1,0,0,0,0,0,0,0,0,0
p7epe2,17,6,6,0,4,0,1,0,2,0,0,0,0,0,1,0,0,0
p7ek5f,5,9,9,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1
p7d79t,38,13,14,0,16,0,7,0,1,0,1,0,0,0,0,0,0,0
p7ee65,5,1,5,0,7,0,2,0,1,0,0,0,0,0,0,0,0,0
p7e5b3,6,11,32,1,5,1,21,0,2,0,0,0,0,0,1,0,0,0
p7e4hg,7,7,4,8,5,0,1,1,0,1,0,0,0,0,0,0,0,0
p7dl0x,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
p7dig0,0,3,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0
p7dbgq,1,6,8,0,4,2,4,0,1,1,0,0,0,0,2,0,0,0
p7dai7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
p7d86m,18,7,8,0,15,0,8,1,1,0,0,0,0,0,0,5,0,0
p7d1pf,9,5,5,1,2,3,7,0,1,0,0,0,0,0,0,0,0,0
p7q7i5,12,7,12,0,7,0,1,1,3,3,2,0,0,0,0,0,2,0
p7q5ue,29,2,10,0,3,1,2,0,0,0,0,0,1,0,3,0,2,0
p7q2el,6,19,12,3,8,0,11,5,0,2,6,3,0,0,0,0,0,0
p7pvik,12,2,10,2,11,0,0,0,1,1,0,0,0,0,0,0,0,0
p7pjld,2,4,7,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0
p7pc72,12,3,7,6,2,0,14,3,8,0,0,0,0,0,0,2,0,0
p7p6yq,2,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
p7p0j8,9,24,18,1,18,0,13,1,1,2,0,0,0,0,0,1,1,0
p7osd8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p7oj98,29,4,7,0,12,0,1,0,1,5,0,1,1,0,1,0,0,0
p7oi9f,5,4,5,4,8,0,4,1,0,0,0,0,0,0,0,2,0,0
p7obwo,4,10,5,0,3,0,4,0,0,1,0,1,0,0,3,0,0,0
p7nw6i,29,37,57,7,38,4,36,10,3,0,3,1,0,0,1,3,1,0
