id,FAC,DATE,CARDINAL,GPE,ORG,PERSON,TIME,WORK_OF_ART,ORDINAL,LOC,NORP,PRODUCT,MONEY,LAW,EVENT,PERCENT,QUANTITY,LANGUAGE
pa7gb9,22,26,13,70,50,30,7,2,5,5,3,0,1,1,3,0,1,0
pa83w0,0,7,8,8,11,9,0,1,3,0,0,1,0,0,0,0,0,0
pa5113,0,5,7,15,2,1,0,0,0,0,5,0,0,0,0,0,3,0
pa685g,0,3,2,6,3,9,0,0,1,3,0,0,0,0,0,1,0,0
pabfxo,0,15,1,5,11,19,2,0,1,0,3,0,0,0,0,0,0,0
pabfyu,0,9,5,5,22,5,0,0,0,0,1,1,0,0,0,1,0,0
pabem9,0,8,4,11,10,19,0,0,3,2,3,2,5,0,0,0,0,0
paccn8,0,6,2,22,9,3,1,0,0,1,7,0,0,0,2,0,0,0
pacfec,1,9,4,13,18,6,0,2,0,0,2,0,1,0,2,0,5,0
pacr2w,0,14,7,8,8,2,0,1,1,27,1,0,0,0,0,3,5,0
paduhb,0,9,4,5,15,3,0,0,0,2,0,2,0,0,0,1,0,0
pae33u,1,10,2,6,5,11,0,0,0,0,0,0,0,0,1,0,1,0
padtqm,0,3,1,2,8,4,0,0,1,0,0,0,0,0,0,0,0,0
pagb06,0,16,4,11,6,6,3,1,1,1,0,0,0,0,0,0,0,0
pafzh3,3,20,4,20,16,45,5,0,4,2,3,0,3,0,0,2,0,0
padmta,2,13,4,9,21,12,0,0,0,0,15,0,0,1,0,0,0,0
pagish,0,13,4,3,33,10,0,0,4,3,8,0,0,0,0,0,0,0
pafbez,1,3,8,6,4,10,0,0,0,0,0,0,0,0,0,0,2,0
pal20e,0,7,0,6,8,3,0,0,0,1,2,1,3,0,0,0,0,0
pakj1u,0,5,3,2,7,1,0,0,0,3,0,0,0,0,0,0,0,0
paggr1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
pak429,0,4,3,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0
paji1b,0,3,4,3,32,3,0,0,0,1,0,0,3,0,0,0,0,0
pamgo1,2,5,3,2,4,6,3,0,0,0,0,0,0,0,0,0,0,0
panm54,0,17,5,15,15,5,0,0,1,2,0,2,0,0,0,1,0,0
pal5o5,2,44,15,27,15,11,0,0,2,7,3,0,10,0,0,4,0,0
pan75u,0,37,14,4,35,62,4,1,0,0,1,1,13,0,0,1,3,0
paqwpm,0,2,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0
paohtc,1,34,14,23,52,16,0,0,1,1,1,0,2,0,0,0,2,0
papw5g,0,10,5,14,7,7,0,0,0,0,0,0,2,0,0,1,0,0
pao8qk,0,2,5,3,3,10,0,1,0,0,0,0,0,0,0,0,0,0
pan2c2,1,2,1,3,15,4,0,0,0,0,0,0,0,0,0,0,0,0
paqhi4,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
pan6vb,0,3,1,5,3,13,1,0,0,0,0,0,0,0,0,0,0,0
papfqu,2,7,1,5,4,5,0,0,1,2,3,0,0,0,0,0,0,0
paojoy,0,13,5,16,12,9,0,0,1,1,0,0,0,0,0,1,0,0
paq25y,0,12,12,11,3,3,1,0,3,0,1,0,0,0,0,1,0,0
papo95,1,10,11,6,30,22,1,0,2,0,0,1,7,0,0,0,0,0
paqq3p,0,5,3,19,4,11,2,0,2,0,0,0,1,0,0,1,2,0
paqyk1,0,3,2,11,13,10,0,0,2,0,1,0,0,1,0,0,1,0
pap9gg,0,1,0,0,5,9,0,0,0,0,0,0,0,0,1,0,0,0
pakz2u,0,9,4,25,11,3,0,1,1,0,25,0,0,0,0,0,0,0
palp1o,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
paoyd9,0,6,2,31,26,14,2,1,4,1,0,0,0,0,0,0,0,0
paptxo,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
paqu9s,0,19,4,15,23,11,0,0,1,2,0,0,3,0,1,4,3,0
pal18h,0,8,2,14,7,8,1,0,3,3,4,0,0,0,0,0,0,0
par6nc,0,8,3,4,13,9,0,0,3,0,1,0,0,0,0,0,0,0
pathtr,0,9,0,4,14,4,0,0,1,0,0,0,1,0,0,1,0,0
paumo4,0,1,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0
patu7u,1,23,7,16,56,100,7,2,5,0,1,0,1,0,0,0,1,0
pas2s6,2,12,7,7,13,11,2,0,0,0,0,2,0,0,0,1,0,0
patvpu,0,6,6,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0
paw5kw,0,5,0,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0
paulah,0,4,1,7,11,9,0,0,0,0,0,0,0,0,0,2,0,0
paxber,0,8,0,6,4,3,0,0,0,0,0,1,2,0,0,0,0,0
paw3rr,0,20,8,15,39,15,0,0,0,1,0,3,0,0,0,3,0,0
pav1x9,0,9,1,6,7,14,0,0,0,0,0,0,0,0,0,0,0,0
pavm0e,2,69,48,95,136,166,31,1,8,7,41,6,0,0,2,0,2,0
 a stab-resistant vest and a small suitcase containing his spare camera. Four weeks later,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
 a researcher at the Australian Strategic Policy Institute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par1s1,0,14,6,4,10,15,2,0,3,0,0,0,3,0,0,0,0,0
paxh62,0,2,2,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0
paw7c8,0,4,2,6,7,7,0,0,0,0,1,0,7,0,0,0,0,0
paruih,2,7,3,0,8,23,2,0,2,0,0,0,0,0,0,0,0,0
payixb,0,13,5,14,15,6,0,2,0,0,1,4,0,0,2,0,0,0
pats4o,0,17,5,7,8,21,4,3,0,0,1,1,1,0,0,0,0,0
paqt2g,0,15,3,6,5,17,0,3,2,0,0,0,0,0,0,0,2,0
paskdq,0,9,9,5,10,6,0,1,0,0,0,0,3,0,0,0,0,0
pauhfk,0,19,21,10,13,17,0,0,4,2,1,3,3,0,0,3,0,0
pat4dh,0,15,6,25,24,28,0,0,5,0,0,9,2,0,0,0,0,0
paruw9,0,2,0,0,5,4,1,0,1,0,0,0,0,0,0,0,0,0
patedc,0,6,9,10,9,11,0,0,0,0,0,1,3,0,0,0,0,0
paywy5,0,12,5,6,13,7,4,0,0,2,0,0,0,1,0,0,0,0
payt38,1,0,1,3,0,1,2,0,0,0,0,0,1,0,0,0,0,0
pazyk2,1,6,4,4,6,2,0,1,1,0,4,0,0,0,0,0,0,0
pazx4v,4,12,6,15,8,10,0,0,2,1,1,2,0,0,0,1,0,0
parhew,0,13,6,9,11,6,0,1,0,1,4,0,1,0,0,2,0,0
pb7h90,1,4,2,8,7,6,2,0,0,0,0,0,5,0,0,0,0,0
pb351o,1,5,6,4,6,13,0,0,0,0,0,0,0,0,0,1,0,0
pb34bt,10,10,2,4,9,7,2,0,1,6,0,0,0,0,0,4,2,0
pb8f1e,0,16,7,9,13,34,3,1,1,0,1,0,0,0,0,0,1,0
pb2sza,0,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
pb152k,0,15,9,29,17,28,1,2,2,1,1,0,0,0,1,0,0,0
pb67ws,0,11,2,2,12,13,0,0,1,0,0,0,2,0,0,0,0,0
pb1qf0,0,7,3,5,9,19,0,0,2,0,1,1,0,0,0,0,0,0
pb3m3h,3,0,2,2,5,1,2,0,0,0,0,1,0,0,0,0,1,0
pb52xl,0,15,8,33,25,35,0,1,4,5,10,1,1,0,1,0,3,0
pb3229,2,10,11,5,14,3,1,0,0,2,0,0,0,0,0,1,1,0
pazzdc,0,2,0,10,21,11,1,0,1,0,2,0,0,0,0,0,0,0
pbaocx,0,11,2,3,11,3,0,0,0,0,1,0,2,0,0,0,0,0
pbbxma,0,15,4,4,30,9,0,0,0,5,1,4,3,0,0,2,0,0
pb9i3m,1,8,6,39,12,16,3,0,2,7,7,0,0,0,0,0,0,0
pbaog8,0,10,12,3,19,18,0,1,0,1,2,4,1,0,0,2,0,0
pbdn22,0,24,14,28,22,17,1,0,0,0,3,2,0,0,0,1,0,0
pb9kzz,0,7,2,3,15,3,0,0,2,1,1,1,0,0,0,2,0,0
pbcyl1,0,3,1,2,10,2,0,0,2,2,0,2,0,0,0,0,0,0
pbeqt1,0,11,7,19,21,16,0,0,4,0,0,0,4,0,0,0,0,0
pba3d1,0,18,2,15,27,13,0,0,0,0,11,1,3,0,1,2,0,0
pbd5tk,0,17,6,17,17,39,1,0,2,0,5,0,0,0,0,0,0,0
pbe2e2,0,19,4,5,23,9,0,1,6,0,0,0,0,0,0,1,0,0
pb9qc7,0,15,23,35,32,27,2,0,4,0,0,1,3,0,0,0,1,0
pbdti3,2,3,2,4,4,13,0,0,2,0,0,2,0,1,0,0,0,0
pbdtez,2,16,16,9,42,18,0,0,3,0,1,1,0,0,0,0,0,0
pbdxnm,2,20,7,9,15,13,0,0,2,0,2,0,7,0,0,3,0,0
pbekt5,0,1,5,6,6,2,0,0,0,0,0,0,7,0,0,0,0,0
pb9ek7,0,14,2,70,11,20,1,0,2,8,8,0,0,0,1,0,0,0
pbep2s,0,13,25,22,16,17,0,1,3,1,1,2,3,0,0,6,0,0
pbb331,0,9,2,29,18,2,0,0,0,7,0,0,0,0,0,0,4,0
pbc0hd,0,6,1,11,4,4,0,0,1,0,1,0,0,0,0,0,0,0
pb9hbm,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pbb3a5,0,5,8,7,3,12,2,0,0,1,0,0,3,0,0,0,0,0
pb9lu8,0,6,6,4,5,10,0,1,2,0,7,0,2,0,0,0,0,0
pbguoo,0,14,17,17,14,6,0,0,0,0,2,0,0,0,0,3,0,0
pbhpkz,0,5,2,6,4,4,0,0,0,0,1,0,0,0,0,0,0,0
pbjfbf,0,11,2,4,7,7,0,0,1,1,0,3,0,0,0,0,0,0
pbjfg8,0,40,24,8,21,14,1,1,1,0,1,9,1,1,0,2,0,0
pbh6j5,0,18,12,17,20,34,0,3,3,3,1,0,0,0,1,0,0,0
pbjua9,1,7,0,7,2,13,0,0,1,1,0,0,1,0,0,0,1,0
pbft8n,0,23,5,9,11,3,0,0,0,2,1,0,5,0,0,0,2,0
pbkm60,0,12,6,5,19,17,0,0,2,2,6,0,0,0,0,0,0,0
pbji16,0,13,1,7,3,6,2,0,0,0,0,0,0,0,0,0,0,0
pbjnc6,0,11,9,3,6,7,0,0,1,1,0,0,1,0,0,0,0,0
pbk8wn,0,3,2,13,16,8,3,0,1,0,1,2,0,0,0,0,0,0
pbh0fz,0,24,9,10,21,25,1,0,2,0,6,0,1,0,0,0,0,0
pbl9ij,1,16,5,24,16,45,3,12,4,0,0,1,0,2,0,0,0,0
pbitxk,0,12,3,18,0,0,0,0,0,6,0,0,0,0,0,0,4,0
pbgc0q,0,8,9,6,7,14,0,0,1,0,0,0,0,0,0,0,0,0
pbl0ns,0,8,3,9,4,18,0,0,1,1,0,0,0,0,0,0,0,0
pbjl32,0,11,5,7,16,4,0,0,2,0,1,0,0,0,0,0,0,0
pbmf72,0,3,1,2,2,6,0,0,1,2,0,0,0,0,0,0,0,0
pbhsla,7,24,23,24,13,7,3,0,1,19,0,0,0,0,0,2,14,0
pbjep8,2,7,3,6,3,7,1,0,2,1,0,0,0,0,0,0,0,0
pbjr00,0,1,0,6,1,0,1,0,2,0,0,0,0,0,0,0,2,0
pbn8pn,0,13,3,3,16,20,2,1,1,0,2,0,1,0,0,0,0,0
pbn268,0,8,6,7,8,5,2,0,0,0,0,1,0,0,0,2,0,0
pbot9n,0,35,25,13,23,12,0,0,3,2,0,1,1,0,0,7,0,0
pbp3x3,0,8,5,17,9,12,0,0,0,0,2,4,0,0,0,2,0,0
pbqxnz,0,8,0,5,4,12,1,0,1,0,0,0,0,0,0,0,0,0
pbsmde,0,8,14,3,13,14,2,0,2,3,0,0,1,0,0,2,0,0
pbqepi,0,13,17,12,17,9,0,0,0,0,0,1,0,0,0,5,0,0
pbq8ij,2,6,4,4,11,7,0,0,7,0,4,0,0,0,0,1,0,0
pbr5la,0,6,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
pbquzy,0,4,6,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0
pbpncv,0,6,1,8,12,2,0,0,0,1,0,5,0,0,0,1,0,0
pbworo,0,4,4,6,7,9,0,0,0,1,0,1,0,0,0,1,0,0
pborws,1,5,4,4,8,3,0,0,0,0,0,0,0,0,0,0,0,0
pbs5cy,0,9,5,1,16,26,1,0,4,0,0,0,5,0,0,1,0,0
pbt74u,2,11,2,19,22,15,0,0,2,0,5,0,6,0,0,1,0,0
pbqeis,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
pbw6ff,0,6,7,2,7,5,3,0,1,1,0,2,0,0,0,0,0,0
pbw1lh,0,5,1,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0
pbzxg2,8,17,15,38,38,21,2,0,1,0,17,0,0,0,0,0,0,0
pc2bny,2,16,9,4,23,27,1,0,3,0,7,0,1,1,0,0,0,0
pbzzek,0,8,2,8,5,11,0,0,0,0,0,0,0,0,0,0,0,0
pbxrxl,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pc06qo,5,10,7,11,13,5,0,0,0,0,3,0,0,0,1,0,0,0
pbznot,0,19,6,21,17,15,3,3,1,0,1,1,0,0,0,5,0,0
pc1qfv,0,2,0,4,5,3,1,1,0,0,0,1,0,0,0,0,0,0
pbyr94,1,4,1,2,5,0,2,0,0,0,1,0,0,0,0,0,0,0
pc1d9i,0,7,1,1,9,5,0,1,1,0,3,0,0,0,4,0,0,0
pc1ypn,0,9,10,11,6,10,0,0,0,0,0,2,0,0,0,1,0,0
pc3pam,0,2,7,0,5,3,6,0,0,1,0,1,0,0,0,0,0,0
pc2jye,0,4,1,1,2,15,3,0,1,1,0,0,0,0,0,0,0,0
pc0bwq,0,23,1,5,8,13,0,0,0,1,0,0,0,0,0,0,0,0
pbx49s,0,13,13,17,11,5,0,0,1,1,1,1,0,0,0,1,0,0
pc22s5,0,1,1,7,2,3,0,0,0,0,1,0,0,0,1,0,0,0
pc0waq,0,15,6,16,43,6,0,0,1,0,10,0,0,0,0,0,0,0
pc27ba,0,1,3,4,2,2,2,0,0,2,0,0,0,0,0,0,0,0
pc0hwb,0,3,5,18,5,5,1,0,0,0,1,0,0,0,0,0,0,0
pbv1pp,1,6,5,22,12,9,4,0,1,0,7,0,0,0,0,0,0,0
pbynec,0,4,2,2,4,0,0,0,2,0,0,1,0,0,0,5,0,0
pc47zk,0,0,0,7,1,0,0,0,0,0,2,0,0,0,0,0,0,0
pc4ox4,0,1,3,5,5,4,0,0,0,2,0,0,0,0,0,1,0,0
pca8p4,0,15,9,1,34,57,3,0,2,0,3,0,0,0,0,0,0,0
pc7lfi,0,5,7,9,4,5,0,0,1,0,2,1,0,0,0,0,0,0
pc4s7j,0,5,1,6,5,0,0,0,0,1,0,0,3,0,0,1,0,0
pc9dzf,0,5,2,4,6,2,1,0,0,0,3,0,0,0,0,0,0,0
pc6g7z,0,7,2,4,19,1,0,0,0,0,1,0,2,0,0,0,0,0
pc9t6c,0,8,2,4,2,8,0,0,1,0,0,0,0,0,1,1,0,0
pc6d4l,0,4,9,1,22,2,0,0,1,0,2,0,8,0,0,0,0,0
pc6otq,2,8,11,5,11,10,2,1,1,0,0,2,0,2,0,0,0,0
pc7uzu,0,19,15,11,9,8,1,0,0,0,0,3,0,0,0,5,0,0
pc99l9,0,11,8,12,15,23,1,0,1,0,3,1,0,0,0,0,0,0
pc6qcc,2,21,8,14,44,11,1,0,0,2,2,0,5,0,0,2,0,0
pc82l1,0,13,6,7,8,4,2,1,1,0,0,0,0,0,0,0,0,0
pca4ge,0,20,4,10,12,37,3,0,0,0,5,0,3,0,0,0,0,0
pc49y6,0,11,11,12,11,11,0,0,3,0,0,1,0,0,0,1,0,0
pc671v,0,12,3,9,13,17,1,0,0,0,0,4,0,0,0,0,0,0
pc4qsy,0,4,2,3,9,4,0,0,0,0,1,0,3,0,0,0,0,0
pc96bb,0,14,0,15,7,2,0,0,0,0,3,0,0,0,0,0,0,0
pc6ysz,0,0,4,10,5,2,0,0,0,0,0,1,0,0,0,0,0,0
pc4pmh,0,27,11,19,6,5,0,0,0,1,0,0,4,0,2,1,0,0
pc50sp,0,5,3,4,3,4,0,0,0,0,0,0,2,0,1,0,11,0
pc3rwx,0,4,2,3,1,7,0,0,4,2,0,0,0,0,0,0,0,0
pc6epa,0,1,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0
pcaosz,0,4,4,4,4,4,0,0,0,1,1,0,4,0,0,0,1,0
pc5inp,1,25,10,41,12,24,10,0,1,3,0,1,0,0,4,1,8,0
pcao61,1,1,0,0,9,5,2,0,1,0,0,1,1,0,0,0,0,0
pcaidj,0,23,5,18,11,13,0,1,2,1,2,4,0,0,0,2,0,0
pcbj5z,0,5,0,5,8,4,0,0,0,0,0,0,0,0,0,6,0,0
pccsek,0,10,6,9,27,1,0,0,4,0,1,2,4,0,0,1,1,0
pcbl3e,0,11,2,2,25,9,0,0,0,0,1,0,1,0,0,0,0,0
pcdckw,0,9,3,4,16,6,0,0,1,0,1,0,0,0,0,2,0,0
pcd5qd,0,6,7,6,14,5,1,0,0,0,0,0,0,0,0,0,0,0
pccc17,0,9,11,15,39,3,0,0,0,0,3,1,3,0,0,0,1,0
pckle9,0,12,2,22,11,13,0,0,0,0,0,0,1,6,0,1,0,0
pcdkc6,0,12,5,2,25,5,0,2,0,0,0,1,0,0,0,5,0,0
pckzmg,0,30,8,21,19,24,2,0,3,0,1,1,0,0,0,4,0,0
pcjvz4,0,4,2,1,6,6,0,0,0,0,0,0,3,0,0,1,0,0
pce6ms,1,4,2,3,8,6,0,0,7,0,0,0,0,0,0,2,0,0
pckqnv,0,15,11,28,13,20,3,2,1,2,9,0,1,0,0,7,1,0
pceh9k,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pcgjl4,0,34,7,76,35,56,0,0,2,2,17,0,4,0,0,0,0,1
pcjzr6,0,9,5,18,7,11,0,0,0,4,9,0,0,0,0,0,1,0
pceln0,0,4,2,12,4,5,0,0,1,0,0,0,0,0,0,0,0,0
pcbd9c,0,9,5,7,16,6,0,0,0,0,4,3,1,0,0,0,0,0
pcimwv,0,3,1,3,3,0,0,0,1,0,1,0,5,0,0,0,0,0
pcbc8u,0,8,11,5,20,3,0,0,8,0,1,0,1,0,0,0,0,0
pclpq0,0,16,5,0,17,5,3,0,0,0,0,0,2,0,0,1,0,0
pcoz7s,1,15,4,1,7,32,0,0,1,1,4,1,1,0,0,3,0,0
pcnd1h,0,7,3,10,3,41,0,0,1,0,0,0,0,0,1,0,0,0
pcopyl,0,7,7,2,15,3,0,0,7,0,0,0,1,0,0,0,0,0
pcp1yp,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
pcprbi,0,9,14,4,5,10,0,0,3,0,1,4,1,0,1,3,0,0
pcqq6n,0,24,17,22,10,20,1,0,1,0,4,7,0,0,0,0,0,0
pcltcj,0,4,2,11,4,1,0,0,0,12,0,0,1,0,0,0,2,0
pco7e9,0,19,5,16,12,21,1,0,1,1,19,3,0,0,0,5,2,0
pcnmn2,0,8,2,0,9,0,0,0,1,0,0,1,2,0,0,3,0,0
pcmnm9,0,9,4,4,5,1,1,0,0,1,3,0,0,0,1,0,1,0
pckzzq,0,7,7,13,2,3,0,0,0,2,0,0,2,0,0,0,2,0
pcraq6,0,16,8,5,41,27,1,0,1,1,0,2,1,0,0,2,0,0
pcmaji,0,1,2,3,10,0,1,1,1,4,1,0,0,0,0,0,1,0
pcpeml,0,5,14,9,12,6,2,0,1,0,0,0,0,0,0,0,2,0
pcphk3,0,2,5,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0
pcqsmb,0,13,17,11,9,11,0,0,2,0,0,2,0,0,0,2,0,0
pcn3fu,0,27,18,20,16,4,0,0,1,0,1,2,0,0,0,14,0,0
pcnwdh,0,5,2,2,11,17,1,1,0,0,0,2,0,0,0,0,0,0
pcp0hr,2,10,3,3,6,2,0,0,2,0,0,0,2,0,0,0,1,0
pcpa4b,0,3,2,2,4,6,2,0,0,0,0,0,0,0,0,0,0,0
pco4ox,0,3,3,6,7,3,1,0,0,1,0,0,0,0,0,0,2,0
pcma8m,2,10,4,13,5,3,4,2,1,4,0,0,0,0,1,0,3,0
pcmgum,6,15,15,15,17,11,2,0,1,4,0,0,0,0,0,0,0,0
pcqsae,0,1,1,5,4,8,0,0,1,0,0,0,0,0,0,0,0,0
pcnuh3,0,15,21,14,8,7,1,0,1,2,1,1,2,0,0,3,0,0
pcrah7,0,6,2,4,6,11,0,1,0,0,4,0,0,0,0,0,0,0
pcoqr6,0,8,5,4,8,5,1,0,0,1,0,0,1,0,0,0,0,0
pcpd4w,4,21,23,34,60,22,11,2,0,0,32,5,0,0,1,0,1,0
pcnnlu,0,16,3,13,4,5,0,0,2,0,5,0,0,0,0,0,0,0
pcr8qz,0,15,3,3,5,34,3,0,0,0,6,0,1,0,0,0,0,0
pctm6a,0,5,7,18,19,22,6,2,0,1,0,1,0,0,0,0,0,0
pcrwn4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0
pcrxrg,0,5,1,3,2,7,0,0,0,1,0,0,1,0,0,0,0,0
pcxoa1,0,9,14,4,11,7,0,1,0,5,0,0,0,0,0,1,1,0
pcv1nl,0,4,3,2,10,9,0,0,0,0,1,1,3,0,0,3,0,0
pcx3b1,0,19,13,12,7,5,1,1,0,0,1,0,0,0,0,10,0,0
pcsfqe,0,3,4,8,9,1,1,0,2,1,2,0,0,0,0,0,1,0
pcvcec,0,8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pcxe9t,0,20,6,8,14,20,1,1,0,1,1,0,1,0,0,0,0,0
pcv4mf,0,3,1,8,7,12,1,0,0,0,0,1,4,0,0,1,0,0
pcw6px,0,43,31,39,95,51,1,9,5,1,6,7,13,1,1,1,0,0
pcwkui,1,23,5,9,24,17,1,0,1,0,3,0,0,0,0,0,0,0
pcvbc3,0,4,0,9,2,3,0,1,0,0,0,0,3,0,0,0,0,0
pcwfbg,3,5,6,6,21,14,0,0,1,4,2,1,1,0,0,0,12,0
pcvqfc,0,9,0,12,13,10,0,0,3,0,1,0,1,0,0,0,0,0
pcukvs,0,5,3,2,4,1,2,0,0,1,0,0,0,0,0,0,0,0
pcswrp,0,11,10,10,10,10,1,0,1,3,4,0,0,0,0,0,4,0
pcz7cw,0,13,6,11,6,8,1,0,2,2,0,0,0,0,3,2,1,0
pd02er,0,2,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0
pcyj7p,2,18,12,50,42,63,1,0,4,1,17,1,0,0,0,0,0,0
pd021f,1,13,5,15,9,9,1,0,1,0,0,2,0,0,0,2,0,0
pcxzzr,2,1,2,0,4,0,1,0,0,2,0,0,0,0,1,0,0,0
pd2lxz,0,9,3,10,6,9,1,0,0,0,3,0,0,0,0,0,0,0
pd63pm,0,2,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0
pczz9w,0,10,10,2,32,16,0,1,1,0,0,0,0,0,0,1,0,0
pd63we,0,23,15,6,12,6,2,0,7,0,2,0,3,0,0,3,0,0
pd7icj,2,17,7,17,11,15,1,3,0,0,11,0,0,1,0,0,0,0
pd0sfl,2,30,24,47,32,30,3,0,2,0,28,0,0,0,1,0,0,0
pd77nb,0,11,1,5,3,2,0,0,0,1,1,0,0,0,0,0,3,0
pcyeui,0,5,11,3,3,2,0,0,0,2,0,0,0,0,0,1,0,0
pd0d3r,0,7,4,22,12,11,1,0,2,0,11,1,0,0,0,0,1,0
pcx1st,0,2,4,3,3,1,0,0,0,3,0,0,0,0,1,0,0,0
pcz4yo,0,5,0,1,5,4,0,0,0,0,1,1,0,0,0,0,0,0
pd7xbq,0,4,4,9,1,11,1,0,0,0,0,0,0,0,0,0,0,0
pd08db,1,3,2,14,26,15,0,0,0,0,8,1,0,0,0,0,0,0
pdbs8p,0,10,5,7,21,11,2,0,1,0,0,0,0,0,0,0,0,0
pdbdsc,1,16,12,5,6,21,3,1,6,0,3,1,0,0,0,1,0,0
pdaq0d,0,12,10,8,9,7,1,0,0,0,5,1,0,0,0,2,0,0
pd9mpm,0,6,0,6,5,5,0,1,1,3,3,0,0,0,0,0,6,0
pdcwfv,2,21,2,10,6,10,2,0,0,5,0,0,0,0,0,0,5,0
pd9x9w,1,26,1,16,13,39,0,1,2,0,5,0,0,2,0,0,1,0
pdc60w,3,19,16,53,13,37,4,0,0,7,1,0,0,0,9,0,13,0
pdatxi,0,23,7,44,42,10,2,1,6,2,19,6,0,0,1,0,0,1
pdctan,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pdcbvs,0,12,17,7,6,22,0,0,2,0,1,0,0,0,0,0,0,0
pdc1wh,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pdcsm8,0,2,4,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0
pdg0ew,0,8,5,6,10,18,2,1,0,1,0,0,1,0,0,0,2,0
pdhfvd,0,4,1,9,1,3,1,0,0,1,0,0,0,0,6,0,2,0
pdil23,0,5,0,0,12,7,0,2,0,0,8,0,0,0,0,0,0,0
pdf6hq,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pde0z3,4,6,5,1,11,16,0,0,3,0,0,0,1,0,0,0,0,0
pdgprl,0,1,0,2,2,5,0,0,0,1,0,0,0,0,0,0,0,0
pdgund,0,1,1,5,6,6,1,0,0,1,0,0,0,0,2,0,1,0
pdj5du,0,21,5,10,18,24,9,0,0,0,0,0,0,0,1,0,3,0
pdhr9s,0,3,1,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0
pdjak5,0,4,4,7,4,2,0,0,0,4,0,0,2,0,2,6,2,0
pdf5r3,0,5,3,5,23,3,2,0,1,0,1,1,0,0,0,0,0,0
pdec5g,0,13,10,9,13,7,0,1,2,0,1,0,1,0,0,2,0,0
pddspm,0,8,15,9,8,41,4,1,3,1,0,0,0,0,0,0,1,0
pdgy45,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
pdecan,0,2,2,13,3,8,1,0,2,0,0,0,0,4,0,0,0,0
pdekzv,1,6,0,4,0,2,1,1,0,0,1,0,0,0,0,0,0,0
pdi78n,0,13,6,12,4,14,3,0,2,3,0,0,1,0,1,0,4,0
pdgvar,0,19,9,19,7,2,2,0,0,0,18,0,0,0,0,0,0,0
pdj8kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdkn48,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
pdkzsa,0,4,0,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0
pdjn5c,0,1,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0
pdm1vr,0,8,10,3,11,6,0,1,0,5,0,0,0,0,0,1,1,0
pdkkfn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pdmiwk,1,20,5,10,40,21,10,5,2,0,1,1,0,0,0,0,0,0
pdqmry,0,3,5,5,7,9,0,2,0,0,0,0,3,0,0,3,0,0
pdlzhm,0,10,9,16,7,3,1,0,2,0,11,0,0,0,0,0,0,0
pdqjh1,3,11,18,62,16,39,4,0,3,5,0,0,1,0,9,2,20,0
pdrkde,0,10,3,0,6,0,0,0,1,0,0,0,0,0,0,3,2,0
pdrzsx,0,3,7,5,5,0,0,0,1,0,0,0,0,0,0,2,0,0
pdnuhv,1,3,2,5,9,9,0,0,0,0,0,0,0,1,0,0,0,0
pds4h0,0,6,0,11,13,5,0,0,1,0,0,0,0,0,0,0,0,0
